Code,Wilaya,Moughataa,Commune,GPS Latitude,GPS Longitude
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
9,Tagant,Moudjeria,Moudjeria,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Doueirare,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
4,Gorgol,Monguel,Monguel,,
4,Gorgol,Monguel,Monguel,,
4,Gorgol,Monguel,Monguel,,
4,Gorgol,Monguel,Monguel,,
4,Gorgol,Monguel,Monguel,,
4,Gorgol,Monguel,Monguel,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Oum Lahyadh,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
2,Hodh El Gharbi,Koubenni,Koubenni,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
2,Hodh El Gharbi,Aïoun,Egjert,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
7,Adrar,Atar,Atar,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
9,Tagant,Moudjeria,Soudoud,,
5,Brakna,Aleg,Male,,
5,Brakna,Aleg,Male,,
5,Brakna,Aleg,Male,,
5,Brakna,Aleg,Male,,
5,Brakna,Aleg,Male,,
5,Brakna,Aleg,Male,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
3,Assaba,Kiffa,Legrane,,
3,Assaba,Kiffa,Legrane,,
3,Assaba,Kiffa,Legrane,,
3,Assaba,Kiffa,Legrane,,
3,Assaba,Kiffa,Legrane,,
3,Assaba,Kiffa,Legrane,,
5,Brakna,Boghé,Ould Biram,,
5,Brakna,Boghé,Ould Biram,,
5,Brakna,Boghé,Ould Biram,,
5,Brakna,Boghé,Ould Biram,,
5,Brakna,Boghé,Ould Biram,,
5,Brakna,Boghé,Ould Biram,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
3,Assaba,Boumdeid,Hseiy Tin,,
3,Assaba,Boumdeid,Hseiy Tin,,
3,Assaba,Boumdeid,Hseiy Tin,,
3,Assaba,Boumdeid,Hseiy Tin,,
3,Assaba,Boumdeid,Hseiy Tin,,
3,Assaba,Boumdeid,Hseiy Tin,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
2,Hodh El Gharbi,Koubenni,Hassi Ehl Ahmed Bechne,,
5,Brakna,Boghé,Dar EL Aviye,,
5,Brakna,Boghé,Dar EL Aviye,,
5,Brakna,Boghé,Dar EL Aviye,,
5,Brakna,Boghé,Dar EL Aviye,,
5,Brakna,Boghé,Dar EL Aviye,,
5,Brakna,Boghé,Dar EL Aviye,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
14,Nouakchott Nord,Dar Naïm,Dar Naim,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
10,Guidimagha,Ghabou,Souvi,,
10,Guidimagha,Ghabou,Souvi,,
10,Guidimagha,Ghabou,Souvi,,
10,Guidimagha,Ghabou,Souvi,,
10,Guidimagha,Ghabou,Souvi,,
10,Guidimagha,Ghabou,Souvi,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
2,Hodh El Gharbi,Tamcheket,Sava,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
3,Assaba,Boumdeid,Boumdeid,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
1,Hodh Chargui,Néma,Néma,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
6,Trarza,Mederdra,Beir Taouress,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
11,Tiris Zemmour,F'Deirick,F'Deirick,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
1,Hodh Chargui,Néma,Mabrouk,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
5,Brakna,Boghé,Boghé,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
3,Assaba,Guerou,Guerou,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
9,Tagant,Tidjikja,Tidjikja,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
3,Assaba,Barkéol,Barkéol,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
13,Nouakchott Ouest,Sebkha,Sebkha,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
6,Trarza,Mederdra,Mederdra,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
6,Trarza,Keur Macène,M'Balal,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
5,Brakna,Aleg,Cheggar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
13,Nouakchott Ouest,Ksar,Ksar,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
1,Hodh Chargui,Amourj,Amourj,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
2,Hodh El Gharbi,Tintane,Tintane,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
9,Tagant,Moudjeria,Tamourt Naaj,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
15,Nouakchott Sud,El Mina,El Mina,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
4,Gorgol,Kaédi,Kaédi,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
1,Hodh Chargui,Bassiknou,Bassiknou,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
1,Hodh Chargui,Djiguenni,Ghlig Ehel Boyé,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
10,Guidimagha,Ghabou,Ghabou,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
5,Brakna,Aleg,Aleg,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Aïoun,Aioun,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
2,Hodh El Gharbi,Tintane,Devaa,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
5,Brakna,Magtalahjar,Sangrave,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,Rosso,Rosso,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
6,Trarza,R'Kiz,R'Kiz,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
15,Nouakchott Sud,Arafat,Arafat,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
3,Assaba,Kiffa,Kiffa,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
1,Hodh Chargui,Néma,Agoueinit,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
11,Tiris Zemmour,Zoueratt,Zoueratt,,
